Analyst Type,Job Title,Company Name,Rating,Job Location,Job State,Lower Salary USD,Upper Salary USD,Average Salary,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Business Analyst","Business Planning Analyst","Kelly
",3.4,"West Point"," PA",41000.0,88000.0,64500.0,"5001 to 10000",1946-01-01 00:00:00.000,"Public","Staffing & Outsourcing","Business Services","$5 to $10 billion (USD)"
"Business Analyst","Entry Level Business Analyst","Staffigo Technical Services, LLC
",5.0,"Philadelphia"," PA",41000.0,88000.0,64500.0,"51 to 200",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Business Analyst","Business Analyst","TherapyNotes.com
",4.1,"Horsham"," PA",41000.0,88000.0,64500.0,"51 to 200",2010-01-01 00:00:00.000,"Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Business Analyst","Associate Business Analyst","Coventry
",3.2,"Fort Washington"," PA",41000.0,88000.0,64500.0,"10000+",1853-01-01 00:00:00.000,"Private","Insurance Carriers","Insurance","$10+ billion (USD)"
"Business Analyst","Business Analyst","W.R. Berkley Corporation
",3.3,"Wilmington"," DE",32000.0,61000.0,46500.0,"5001 to 10000",1967-01-01 00:00:00.000,"Public","Insurance Carriers","Insurance","$5 to $10 billion (USD)"
"Business Analyst","Inventory Analyst","PetroChoice
",2.7,"King of Prussia"," PA",32000.0,61000.0,46500.0,"501 to 1000",1969-01-01 00:00:00.000,"Private","Oil & Gas Exploration & Production","Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)"
"Business Analyst","Business Analyst","Tek Leaders
",3.5,"Philadelphia"," PA",32000.0,61000.0,46500.0,"501 to 1000",2016-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Business Analyst","Business Analyst","Collabera
",4.1,"King of Prussia"," PA",32000.0,61000.0,46500.0,"10000+",1991-01-01 00:00:00.000,"Private","IT Services","Information Technology","$500 million to $1 billion (USD)"
"Business Analyst","Business Analyst","ERGO Group
",3.3,"Philadelphia"," PA",32000.0,61000.0,46500.0,"201 to 500",1993-01-01 00:00:00.000,"Private","Enterprise Software & Network Solutions","Information Technology","$25 to $50 million (USD)"
"Business Analyst","Product Owner/Business Analyst","Collabera
",4.1,"Philadelphia"," PA",32000.0,61000.0,46500.0,"10000+",1991-01-01 00:00:00.000,"Private","IT Services","Information Technology","$500 million to $1 billion (USD)"
"Business Analyst","Business Systems Analyst","DATA Inc.
",4.3,"Philadelphia"," PA",32000.0,61000.0,46500.0,"501 to 1000",1983-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Business Analyst","Data Analyst","Mondo
",3.8,"Philadelphia"," PA",32000.0,61000.0,46500.0,"51 to 200",2000-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Business Analyst","Robert Half
",3.5,"Philadelphia"," PA",32000.0,61000.0,46500.0,"10000+",1948-01-01 00:00:00.000,"Public","Staffing & Outsourcing","Business Services","$2 to $5 billion (USD)"
"Business Analyst","Business Analyst","Munich Re
",3.7,"Philadelphia"," PA",32000.0,61000.0,46500.0,"5001 to 10000",1880-01-01 00:00:00.000,"Public","Insurance Carriers","Insurance","$10+ billion (USD)"
"Business Analyst","Business Analyst","Wuxi Apptec
",2.6,"Philadelphia"," PA",32000.0,61000.0,46500.0,"10000+",2000-01-01 00:00:00.000,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Business Analyst","Digital Business Analyst","Mondo
",3.8,"Wilmington"," DE",32000.0,61000.0,46500.0,"51 to 200",2000-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Social Media Analyst","Scotts Miracle-Gro
",4.1,"Philadelphia"," PA",32000.0,61000.0,46500.0,"5001 to 10000",1868-01-01 00:00:00.000,"Public","Consumer Products Manufacturing","Manufacturing","$5 to $10 billion (USD)"
"Business Analyst","Software Business Analyst","Decision Research
",2.6,"Philadelphia"," PA",32000.0,61000.0,46500.0,"51 to 200",1971-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Business Analyst","Business Analyst","Concerto HealthAI
",3.4,"King of Prussia"," PA",32000.0,61000.0,46500.0,"201 to 500",2018-01-01 00:00:00.000,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Business Analyst","Business Analyst","IntePros
",4.2,"Philadelphia"," PA",32000.0,61000.0,46500.0,"201 to 500",1997-01-01 00:00:00.000,"Private","Consulting","Business Services","$50 to $100 million (USD)"
"Business Analyst","Entry Level- Client Analyst","Kforce
",4.1,"Philadelphia"," PA",32000.0,61000.0,46500.0,"10000+",1966-01-01 00:00:00.000,"Public","Staffing & Outsourcing","Business Services","$1 to $2 billion (USD)"
"Business Analyst","Business Development Analyst","Publicis Worldwide
",3.4,"Philadelphia"," PA",32000.0,61000.0,46500.0,"10000+",1926-01-01 00:00:00.000,"Public","Advertising & Marketing","Business Services","$5 to $10 billion (USD)"
"Business Analyst","Junior Business Analyst","CyberCoders
",4.2,"Fort Washington"," PA",32000.0,61000.0,46500.0,"201 to 500",1999-01-01 00:00:00.000,"Subsidiary or Business Segment","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Data Analyst","Seer Interactive
",3.9,"Philadelphia"," PA",32000.0,61000.0,46500.0,"51 to 200",2002-01-01 00:00:00.000,"Private","Internet","Information Technology","Unknown / Non-Applicable"
"Business Analyst","Operations Business Analyst","eTeam Inc.
",3.7,"Wilmington"," DE",32000.0,61000.0,46500.0,"51 to 200",1999-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$50 to $100 million (USD)"
"Business Analyst","Director Project Management & Business Analysis","Amerihealth
",3.7,"Philadelphia"," PA",32000.0,61000.0,46500.0,"5001 to 10000",1997-01-01 00:00:00.000,"Subsidiary or Business Segment","Insurance Carriers","Insurance","$25 to $50 million (USD)"
"Business Analyst","Business Analyst","Turnberry Solutions, Inc
",4.6,"Fort Washington"," PA",32000.0,61000.0,46500.0,"501 to 1000",2001-01-01 00:00:00.000,"Private","IT Services","Information Technology","Unknown / Non-Applicable"
"Business Analyst","Business Analyst","AIT Global, Inc.
",3.7,"Fort Washington"," PA",89000.0,107000.0,98000.0,"51 to 200",1998-01-01 00:00:00.000,"Private","IT Services","Information Technology","$10 to $25 million (USD)"
"Business Analyst","Associate Business Analyst","Wuxi Apptec
",2.6,"Philadelphia"," PA",89000.0,107000.0,98000.0,"10000+",2000-01-01 00:00:00.000,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Business Analyst","Business Analyst / Project Manager","TSR Consulting
",3.6,"Wilmington"," DE",89000.0,107000.0,98000.0,"201 to 500",1969-01-01 00:00:00.000,"Public","Staffing & Outsourcing","Business Services","$50 to $100 million (USD)"
"Business Analyst","Business Analyst","Whitridge Associates
",4.3,"Wilmington"," DE",89000.0,107000.0,98000.0,"51 to 200",1991-01-01 00:00:00.000,"Private Practice / Firm","IT Services","Information Technology","$10 to $25 million (USD)"
"Business Analyst","Technical Business Analyst","Excelacom
",2.9,"Philadelphia"," PA",89000.0,107000.0,98000.0,"51 to 200",2000-01-01 00:00:00.000,"Private","Telecommunications Services","Telecommunications","Unknown / Non-Applicable"
"Business Analyst","Project Manager Business Analyst","Trillium Solutions Group
",4.8,"Horsham"," PA",89000.0,107000.0,98000.0,"1 to 50",2002-01-01 00:00:00.000,"Private Practice / Firm","IT Services","Information Technology","$1 to $5 million (USD)"
"Business Analyst","Operations Business Analyst","Resource Logistics, Inc.
",4.7,"Wilmington"," DE",89000.0,107000.0,98000.0,"51 to 200",1997-01-01 00:00:00.000,"Private","Logistics & Supply Chain","Transportation & Logistics","$10 to $25 million (USD)"
"Business Analyst","Analyst, Business Intelligence - Publicis Health Media","Publicis Worldwide
",3.4,"Philadelphia"," PA",89000.0,107000.0,98000.0,"10000+",1926-01-01 00:00:00.000,"Public","Advertising & Marketing","Business Services","$5 to $10 billion (USD)"
"Business Analyst","Healthcare Business Analyst","IntePros
",4.2,"Philadelphia"," PA",89000.0,107000.0,98000.0,"201 to 500",1997-01-01 00:00:00.000,"Private","Consulting","Business Services","$50 to $100 million (USD)"
"Business Analyst","Mortgage Business Analyst I","Black Knight Financial Services
",2.9,"Philadelphia"," PA",89000.0,107000.0,98000.0,"5001 to 10000",2013-01-01 00:00:00.000,"Public","IT Services","Information Technology","Less than $1 million (USD)"
"Business Analyst","Procurement Analyst","Vertex (Pennsylvania)
",3.9,"King of Prussia"," PA",89000.0,107000.0,98000.0,"1001 to 5000",1978-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)"
"Business Analyst","Sr. Business Analyst","Elap Services
",4.7,"Chesterbrook"," PA",89000.0,107000.0,98000.0,"51 to 200",2003-01-01 00:00:00.000,"Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable"
"Business Analyst","Business Support Analyst","QVC
",3.2,"West Chester"," PA",89000.0,107000.0,98000.0,"10000+",1986-01-01 00:00:00.000,"Subsidiary or Business Segment","Department, Clothing, & Shoe Stores","Retail","$5 to $10 billion (USD)"
"Business Analyst","Technical Business Analyst","Apidel Technologies
",3.7,"Philadelphia"," PA",89000.0,107000.0,98000.0,"501 to 1000",2012-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)"
"Business Analyst","Sr. Business Analyst","Radian Group Inc.
",3.7,"Philadelphia"," PA",89000.0,107000.0,98000.0,"1001 to 5000",1977-01-01 00:00:00.000,"Public","Insurance Carriers","Insurance","$1 to $2 billion (USD)"
"Business Analyst","Business Systems Analyst","IntePros
",4.2,"Philadelphia"," PA",89000.0,107000.0,98000.0,"201 to 500",1997-01-01 00:00:00.000,"Private","Consulting","Business Services","$50 to $100 million (USD)"
"Business Analyst","Data Analyst","Collabera
",4.1,"Philadelphia"," PA",89000.0,107000.0,98000.0,"10000+",1991-01-01 00:00:00.000,"Private","IT Services","Information Technology","$500 million to $1 billion (USD)"
"Business Analyst","Senior Business Analyst","Maryland Live Casino
",3.4,"Philadelphia"," PA",89000.0,107000.0,98000.0,"1001 to 5000",2012-01-01 00:00:00.000,"Private","Gambling","Arts, Entertainment & Recreation","Unknown / Non-Applicable"
"Business Analyst","Business Analyst Level-1","Staffigo Technical Services, LLC
",5.0,"Philadelphia"," PA",89000.0,107000.0,98000.0,"51 to 200",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Business Analyst","Business Analyst","TechUSA
",2.7,"Mount Laurel"," NJ",89000.0,107000.0,98000.0,"1001 to 5000",1998-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Business / Requirement Analyst","22nd Century Technologies
",3.7,"Philadelphia"," PA",89000.0,107000.0,98000.0,"1001 to 5000",1997-01-01 00:00:00.000,"Private","IT Services","Information Technology","$25 to $50 million (USD)"
"Business Analyst","Research Data Analyst","Children's Hospital of Philadelphia
",3.7,"Philadelphia"," PA",89000.0,107000.0,98000.0,"1001 to 5000",1855-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$50 to $100 million (USD)"
"Business Analyst","Business Analyst (Contract)","Capgemini
",3.8,"Oaks"," PA",89000.0,107000.0,98000.0,"10000+",1967-01-01 00:00:00.000,"Public","Enterprise Software & Network Solutions","Information Technology","$10+ billion (USD)"
"Business Analyst","Financial Analytics Business Analyst","JPMorgan Chase
",3.9,"Wilmington"," DE",41000.0,80000.0,60500.0,"10000+",1799-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
"Business Analyst","IT Business Analyst","People's United Bank
",3.2,"Philadelphia"," PA",41000.0,80000.0,60500.0,"1001 to 5000",1842-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$1 to $2 billion (USD)"
"Business Analyst","Business Analyst","Freedom Mortgage
",4.3,"Mount Laurel"," NJ",41000.0,80000.0,60500.0,"1001 to 5000",1990-01-01 00:00:00.000,"Private","Investment Banking & Asset Management","Finance","$1 to $2 billion (USD)"
"Business Analyst","Business Requirements Analyst","TechUSA
",2.7,"Philadelphia"," PA",41000.0,80000.0,60500.0,"1001 to 5000",1998-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Business Analyst","Global Technical Talent, LLC
",3.6,"Mount Laurel"," NJ",41000.0,80000.0,60500.0,"501 to 1000",1999-01-01 00:00:00.000,"Private","IT Services","Information Technology","$25 to $50 million (USD)"
"Business Analyst","Business Analyst II","NewRez
",3.6,"Fort Washington"," PA",41000.0,80000.0,60500.0,"1001 to 5000",2018-01-01 00:00:00.000,"Public","Lending","Finance","$500 million to $1 billion (USD)"
"Business Analyst","Business Analyst - Entry Level","Staffigo Technical Services, LLC
",5.0,"Philadelphia"," PA",41000.0,80000.0,60500.0,"51 to 200",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Business Analyst","Healthcare Data Analytics Analyst","Amerihealth
",3.7,"Philadelphia"," PA",41000.0,80000.0,60500.0,"5001 to 10000",1997-01-01 00:00:00.000,"Subsidiary or Business Segment","Insurance Carriers","Insurance","$25 to $50 million (USD)"
"Business Analyst","Business Analyst","The Judge Group, Inc.
",3.5,"Fort Washington"," PA",41000.0,80000.0,60500.0,"1001 to 5000",1970-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","IT Service Desk Analyst","Lloyd Group
",4.3,"Philadelphia"," PA",41000.0,80000.0,60500.0,"51 to 200",1995-01-01 00:00:00.000,"Private","IT Services","Information Technology","$10 to $25 million (USD)"
"Business Analyst","Data Analyst (Philadelphia, PA)","Tetra Tech
",3.7,"Philadelphia"," PA",41000.0,80000.0,60500.0,"10000+",1966-01-01 00:00:00.000,"Public","Architectural & Engineering Services","Business Services","$2 to $5 billion (USD)"
"Business Analyst","Business Analyst, Oracle HR/HCM","Stantec
",3.7,"Philadelphia"," PA",41000.0,80000.0,60500.0,"10000+",1954-01-01 00:00:00.000,"Public","Architectural & Engineering Services","Business Services","$1 to $2 billion (USD)"
"Business Analyst","Data Analyst","STRATIS IoT Inc
",4.7,"Philadelphia"," PA",41000.0,80000.0,60500.0,"1 to 50",2013-01-01 00:00:00.000,"Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Business Analyst","Business Analyst III","Thermo Fisher Scientific
",3.4,"Swedesboro"," NJ",41000.0,80000.0,60500.0,"10000+",1902-01-01 00:00:00.000,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Business Analyst","Business Analyst","Staffigo Technical Services, LLC
",5.0,"Philadelphia"," PA",41000.0,80000.0,60500.0,"51 to 200",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Business Analyst","Business Analyst / Project Manager","Turnberry Solutions, Inc
",4.6,"Wilmington"," DE",41000.0,80000.0,60500.0,"501 to 1000",2001-01-01 00:00:00.000,"Private","IT Services","Information Technology","Unknown / Non-Applicable"
"Business Analyst","Data Analyst","Tetra Tech, Inc.
",3.7,"Philadelphia"," PA",41000.0,80000.0,60500.0,"10000+",1966-01-01 00:00:00.000,"Public","Architectural & Engineering Services","Business Services","$2 to $5 billion (USD)"
"Business Analyst","Senior Business Analyst","Jobot
",4.9,"Philadelphia"," PA",41000.0,80000.0,60500.0,"51 to 200",2018-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Business Analyst","Business Support Analyst","Globus Medical
",2.5,"Audubon"," PA",41000.0,80000.0,60500.0,"1001 to 5000",2003-01-01 00:00:00.000,"Public","Health Care Products Manufacturing","Manufacturing","$500 million to $1 billion (USD)"
"Business Analyst","Contractor - Energy Efficiency & Customer Programs Analyst","Philadelphia Gas Works
",3.9,"Philadelphia"," PA",41000.0,80000.0,60500.0,"1001 to 5000",1836-01-01 00:00:00.000,"Other Organization","Utilities","Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)"
"Business Analyst","Business Systems Analyst 5","IQVIA
",3.6,"East Norriton"," PA",41000.0,80000.0,60500.0,"10000+",2017-01-01 00:00:00.000,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$2 to $5 billion (USD)"
"Business Analyst","Entry Level - Client Service Analyst","Kforce
",4.1,"Philadelphia"," PA",41000.0,80000.0,60500.0,"10000+",1966-01-01 00:00:00.000,"Public","Staffing & Outsourcing","Business Services","$1 to $2 billion (USD)"
"Business Analyst","Business Analyst","Diverse Lynx
",3.9,"King of Prussia"," PA",41000.0,80000.0,60500.0,"501 to 1000",2002-01-01 00:00:00.000,"Private","IT Services","Information Technology","$100 to $500 million (USD)"
"Business Analyst","Urgent - Business Analyst Level-1","Staffigo Technical Services, LLC
",5.0,"Philadelphia"," PA",41000.0,80000.0,60500.0,"51 to 200",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Business Analyst","Business Systems Analyst","Staid Logic LLC
",4.7,"Philadelphia"," PA",59000.0,138000.0,98500.0,"51 to 200",2006-01-01 00:00:00.000,"Private","IT Services","Information Technology","$10 to $25 million (USD)"
"Business Analyst","Business Analyst","Contemporary Staffing Solutions
",4.4,"Media"," PA",59000.0,138000.0,98500.0,"1001 to 5000",1994-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Financial Analyst - Business Dining","Aramark
",3.2,"Philadelphia"," PA",59000.0,138000.0,98500.0,"10000+",1959-01-01 00:00:00.000,"Public","Building & Personnel Services","Business Services","$10+ billion (USD)"
"Business Analyst","Business Analyst","RMS Computer
",3.0,"Wilmington"," DE",59000.0,138000.0,98500.0,"201 to 500",1985-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","$25 to $50 million (USD)"
"Business Analyst","Business Intelligence Analyst","Ellucian Inc.
",3.5,"Malvern"," PA",59000.0,138000.0,98500.0,"1001 to 5000",1968-01-01 00:00:00.000,"Private","IT Services","Information Technology","$500 million to $1 billion (USD)"
"Business Analyst","Digital Business Analyst","Tech Air
",3.9,"Conshohocken"," PA",59000.0,138000.0,98500.0,"201 to 500",1935-01-01 00:00:00.000,"Private","Industrial Manufacturing","Manufacturing","$100 to $500 million (USD)"
"Business Analyst","Identity Management Senior Business Analyst","Children's Hospital of Philadelphia
",3.7,"Philadelphia"," PA",59000.0,138000.0,98500.0,"1001 to 5000",1855-01-01 00:00:00.000,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$50 to $100 million (USD)"
"Business Analyst","Business Analyst","Beacon Hill Staffing Group, LLC
",4.5,"King of Prussia"," PA",59000.0,138000.0,98500.0,"501 to 1000",2000-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$500 million to $1 billion (USD)"
"Business Analyst","Business Data Analyst","Dextro Software Systems
",3.5,"Bensalem"," PA",59000.0,138000.0,98500.0,"51 to 200",1993-01-01 00:00:00.000,"Private","IT Services","Information Technology","$10 to $25 million (USD)"
"Business Analyst","Senior Business Analyst with P&C Insurance Experience","NTT DATA Services
",3.4,"Bala Cynwyd"," PA",59000.0,138000.0,98500.0,"10000+",1967-01-01 00:00:00.000,"Public","IT Services","Information Technology","$10+ billion (USD)"
"Business Analyst","Digital Business Analyst","Airgas
",3.7,"Conshohocken"," PA",59000.0,138000.0,98500.0,"10000+",1982-01-01 00:00:00.000,"Public","Chemical Manufacturing","Manufacturing","$5 to $10 billion (USD)"
"Business Analyst","Business Analyst IV","Turnberry Solutions, Inc
",4.6,"Philadelphia"," PA",59000.0,138000.0,98500.0,"501 to 1000",2001-01-01 00:00:00.000,"Private","IT Services","Information Technology","Unknown / Non-Applicable"
"Business Analyst","Business/Data Analyst","Infinity Consulting Solutions
",3.4,"Wilmington"," DE",59000.0,138000.0,98500.0,"501 to 1000",2001-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Business Analyst","Ampcus Incorporated
",3.9,"Conshohocken"," PA",59000.0,138000.0,98500.0,"501 to 1000",2004-01-01 00:00:00.000,"Private","Consulting","Business Services","$50 to $100 million (USD)"
"Business Analyst","Business Systems Analyst","LePort Schools
",3.1,"West Chester"," PA",59000.0,138000.0,98500.0,"501 to 1000",2000-01-01 00:00:00.000,"Private","Preschool & Child Care","Education","Unknown / Non-Applicable"
"Business Analyst","Salesforce Business Analyst","Ampcus Incorporated
",3.9,"Philadelphia"," PA",59000.0,138000.0,98500.0,"501 to 1000",2004-01-01 00:00:00.000,"Private","Consulting","Business Services","$50 to $100 million (USD)"
"Business Analyst","Operations Analyst II","Radian Group Inc.
",3.7,"Philadelphia"," PA",59000.0,138000.0,98500.0,"1001 to 5000",1977-01-01 00:00:00.000,"Public","Insurance Carriers","Insurance","$1 to $2 billion (USD)"
"Business Analyst","Project Analyst","West Pharmaceutical Services
",3.2,"Exton"," PA",59000.0,138000.0,98500.0,"5001 to 10000",1923-01-01 00:00:00.000,"Public","Health Care Products Manufacturing","Manufacturing","$1 to $2 billion (USD)"
"Business Analyst","Jr. Business Analyst","Staffigo Technical Services, LLC
",5.0,"Philadelphia"," PA",59000.0,138000.0,98500.0,"51 to 200",2008-01-01 00:00:00.000,"Private","IT Services","Information Technology","$50 to $100 million (USD)"
"Business Analyst","Financial Analyst","Citadel Federal Credit Union
",3.9,"Exton"," PA",59000.0,138000.0,98500.0,"501 to 1000",1937-01-01 00:00:00.000,"Nonprofit Organization","Banks & Credit Unions","Finance","Unknown / Non-Applicable"
"Business Analyst","Business Systems Analyst","Laurel Springs School
",2.2,"West Chester"," PA",59000.0,138000.0,98500.0,"1001 to 5000",1991-01-01 00:00:00.000,"School / School District","K-12 Education","Education","$25 to $50 million (USD)"
"Business Analyst","AI/ML Products Business Analyst","IQVIA
",3.6,"Plymouth Meeting"," PA",59000.0,138000.0,98500.0,"10000+",2017-01-01 00:00:00.000,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$2 to $5 billion (USD)"
"Business Analyst","Marketing Business Analyst","Freedom Mortgage
",4.3,"Marlton"," NJ",59000.0,138000.0,98500.0,"1001 to 5000",1990-01-01 00:00:00.000,"Private","Investment Banking & Asset Management","Finance","$1 to $2 billion (USD)"
"Business Analyst","Data Analyst","Ampcus Incorporated
",3.9,"Philadelphia"," PA",59000.0,138000.0,98500.0,"501 to 1000",2004-01-01 00:00:00.000,"Private","Consulting","Business Services","$50 to $100 million (USD)"
"Business Analyst","Technical Business Analyst - Tax Systems","Susquehanna International Group
",3.6,"Bala Cynwyd"," PA",78000.0,139000.0,108500.0,"1001 to 5000",1987-01-01 00:00:00.000,"Private","Stock Exchanges","Finance","Unknown / Non-Applicable"
"Business Analyst","Data Analyst","Strategic Staffing Solutions
",3.1,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1001 to 5000",1990-01-01 00:00:00.000,"Contract","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","JD Edwards Business Analyst","Pennsylvania Real Estate Investment Trust
",3.1,"Philadelphia"," PA",78000.0,139000.0,108500.0,"201 to 500",1960-01-01 00:00:00.000,"Public","Real Estate","Real Estate","$100 to $500 million (USD)"
"Business Analyst","Business Systems Analyst","Contemporary Staffing Solutions
",4.4,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1001 to 5000",1994-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Data Analyst Supporting the FBI #20-188","Forfeiture Support Associates
",2.8,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1001 to 5000",2004-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$50 to $100 million (USD)"
"Business Analyst","Salesforce Business Systems Analyst","Talend
",4.4,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1001 to 5000",2006-01-01 00:00:00.000,"Public","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)"
"Business Analyst","Entry Level Accenture Infrastructure Advisory Analyst","Solekai Systems Corp
",4.2,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1 to 50",2002-01-01 00:00:00.000,"Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)"
"Business Analyst","Data Analyst","Apex Systems
",3.8,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1001 to 5000",1995-01-01 00:00:00.000,"Subsidiary or Business Segment","Staffing & Outsourcing","Business Services","$2 to $5 billion (USD)"
"Business Analyst","Principal Quality Analyst","Timken
",3.3,"King of Prussia"," PA",78000.0,139000.0,108500.0,"10000+",1899-01-01 00:00:00.000,"Public","Industrial Manufacturing","Manufacturing","$2 to $5 billion (USD)"
"Business Analyst","Business Systems Analyst","SDI
",3.0,"Bristol"," PA",78000.0,139000.0,108500.0,"201 to 500",1971-01-01 00:00:00.000,"Private","Logistics & Supply Chain","Transportation & Logistics","Unknown / Non-Applicable"
"Business Analyst","Business Analyst II","Contemporary Staffing Solutions
",4.4,"Fort Washington"," PA",78000.0,139000.0,108500.0,"1001 to 5000",1994-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","Business Systems Analyst","Discovery Isle
",2.2,"West Chester"," PA",78000.0,139000.0,108500.0,"51 to 200",2006-01-01 00:00:00.000,"Private","Preschool & Child Care","Education","$1 to $5 million (USD)"
"Business Analyst","Contactless Card Fraud Strategy Analyst","Barclays
",3.8,"Wilmington"," DE",78000.0,139000.0,108500.0,"10000+",1690-01-01 00:00:00.000,"Public","Banks & Credit Unions","Finance","$10+ billion (USD)"
"Business Analyst","Business Analyst III","Contemporary Staffing Solutions
",4.4,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1001 to 5000",1994-01-01 00:00:00.000,"Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Business Analyst","IT Analyst Co-Op (Intern)","Radian Group Inc.
",3.7,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1001 to 5000",1977-01-01 00:00:00.000,"Public","Insurance Carriers","Insurance","$1 to $2 billion (USD)"
"Business Analyst","Business Analyst with Microsoft Dynamics","CitiusTech
",3.6,"Philadelphia"," PA",78000.0,139000.0,108500.0,"1001 to 5000",2005-01-01 00:00:00.000,"Private","IT Services","Information Technology","$100 to $500 million (USD)"
"Business Analyst","Business Analyst - LIfe Science (Regulatory)","CGI
",3.5,"Plymouth Meeting"," PA",78000.0,139000.0,108500.0,"10000+",1976-01-01 00:00:00.000,"Public","Consulting","Business Services","$10+ billion (USD)"
"Business Analyst","Business Systems Analyst","Citizens Bank
",3.3,"Wilmington"," DE",78000.0,139000.0,108500.0,"10000+",1988-01-01 00:00:00.000,"Public","Banks & Credit Unions","Finance","$5 to $10 billion (USD)"
"Business Analyst","Business Intelligence Analyst","SDI
",3.0,"Bristol"," PA",78000.0,139000.0,108500.0,"201 to 500",1971-01-01 00:00:00.000,"Private","Logistics & Supply Chain","Transportation & Logistics","Unknown / Non-Applicable"
"Business Analyst","Technical Business Analyst","JPMorgan Chase & Co.
",3.9,"Wilmington"," DE",78000.0,139000.0,108500.0,"10000+",1799-01-01 00:00:00.000,"Public","Investment Banking & Asset Management","Finance","$10+ billion (USD)"
